identificador,titulo,municipio_estado,modalidade,modalidade_id,orgao,site_original
BTV-SP-11-062023,"CHAMAMENTO PÚBLICO 06/2023","Boituva [SP]","Chamamento público",11,"Prefeitura de Boituva (SP)",https://www.boituva.sp.gov.br/licitacoes/chamamento-publico/chamamento-publico-062023
BTV-SP-11-072023,"CHAMAMENTO PÚBLICO 07/2023","Boituva [SP]","Chamamento público",11,"Prefeitura de Boituva (SP)",https://www.boituva.sp.gov.br/licitacoes/chamamento-publico/chamamento-publico-072023
TRP-3539004-11-00000124,"CHAMAMENTO PÚBLICO 1","Pirangi [SP]","Chamamento público",11,"Prefeitura de Pirangi (SP)",http://portal.pmpirangi.com.br:8079/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
CHQD-SP-11-12023-111042023,"CHAMAMENTO PUBLICO 1/2023","Charqueada [SP]","Chamamento público",11,"Prefeitura de Charqueada (SP)",https://www.charqueada.sp.gov.br/portal/editais/0/1/719/
LZN-SP-11-12024-12024,"Chamamento Público 1/2024","Luiziânia [SP]","Chamamento público",11,"Prefeitura de Luiziânia (SP)",https://www.luiziania.sp.gov.br/portal/editais/0/1/627/
MN-3503950-11-12024,"Chamamento público 1/2024","Aspásia [SP]","Chamamento público",11,"Prefeitura de Aspásia",http://179.125.60.250:6565/Content/Arquivos/Licitacao/L353/Edital_Chamada_Publica_n_01-2024.pdf
JQRP-SP-11-12024-02024,"Chamamento Público 1/2024","Junqueirópolis [SP]","Chamamento público",11,"Prefeitura de Junqueirópolis (SP)",https://www.junqueiropolis.sp.gov.br/portal/editais/0/1/3642/
JQRP-SP-11-12024-12024,"Chamamento Público 1/2024","Junqueirópolis [SP]","Chamamento público",11,"Prefeitura de Junqueirópolis (SP)",https://www.junqueiropolis.sp.gov.br/portal/editais/0/1/3642/
SMN-SP-11-12024-123692024,"Chamamento Público 1/2024","São Manuel [SP]","Chamamento público",11,"Prefeitura de São Manuel (SP)",https://www.saomanuel.sp.gov.br/portal/editais/0/1/2861/
PQT-SP-11-102023-1002023,"Chamamento Público 10/2023","Piquete [SP]","Chamamento público",11,"Prefeitura de Piquete (SP)",https://www.piquete.sp.gov.br/portal/editais/0/1/238/
VZPL-SP-164-2023,"CHAMAMENTO PÚBLICO 10/2023","Várzea Paulista [SP]","Chamamento público",11,"Prefeitura de Várzea Paulista (SP)",http://www2.varzeapaulista.sp.gov.br:1533/portalcidadao/
MN-3543303-11-18202311-182023,"Chamamento público 18/2023","Ribeirão Pires [SP]","Chamamento público",11,"Prefeitura de Ribeirão Pires",https://ribeiraopires.sp.gov.br/legado/?menu=17&id=1162&adicional2=aquisicao-de-generos-alimenticios-banana-arroz-leite-em-po-e-outros-da-agricultura-familiar-e-empreendedor-familiar-rural-para-alimentacao-escolar
STZN-SP-11-22023-22023,"Chamamento Público 2/2023","Sertãozinho [SP]","Chamamento público",11,"Prefeitura de Sertãozinho (SP)",https://www.sertaozinho.sp.gov.br/portal/editais/0/1/2696/
JQRP-SP-11-22023-1742023,"Chamamento Público 2/2023","Junqueirópolis [SP]","Chamamento público",11,"Prefeitura de Junqueirópolis (SP)",https://www.junqueiropolis.sp.gov.br/portal/editais/0/1/3626/
LZN-SP-11-22023-692023,"Chamamento Público 2/2023","Luiziânia [SP]","Chamamento público",11,"Prefeitura de Luiziânia (SP)",https://www.luiziania.sp.gov.br/portal/editais/0/1/623/
PGB-SP-11-22023-22023,"Chamamento Público 2/2023","Porangaba [SP]","Chamamento público",11,"Prefeitura de Porangaba (SP)",https://www.porangaba.sp.gov.br/portal/editais/0/1/756/
LZN-SP-11-22024-692024,"Chamamento Público 2/2024","Luiziânia [SP]","Chamamento público",11,"Prefeitura de Luiziânia (SP)",https://www.luiziania.sp.gov.br/portal/editais/0/1/624/
ARCRG-SP-11-52023-882023,"Chamamento Público 5/2023","Araçariguama [SP]","Chamamento público",11,"Prefeitura de Araçariguama (SP)",https://www.aracariguama.sp.gov.br/portal/editais/0/1/437/
JDN-SP-11-672023-1752023,"Chamamento Público 67/2023","Jardinópolis [SP]","Chamamento público",11,"Prefeitura de Jardinópolis (SP)",https://www.jardinopolis.sp.gov.br/portal/editais/0/1/1428/
PRPR-SP-11-92023-29002024,"Chamamento Público 9/2023","Salto de Pirapora [SP]","Chamamento público",11,"Prefeitura de Salto de Pirapora (SP)",https://www.saltodepirapora.sp.gov.br/portal/editais/0/1/113/
BTV-SP-11-052023,"CHAMAMENTO PUBLICO N°05/2023","Boituva [SP]","Chamamento público",11,"Prefeitura de Boituva (SP)",https://www.boituva.sp.gov.br/licitacoes/chamamento-publico/chamamento-publico-n052023
DOU-7e59e58c3d2bfcf2c669,"Chamamento Público nº 001/2022","São Paulo [SP]","Chamamento público",11,"Gerência Executiva Habitação São Paulo - SP",http://www.in.gov.br/web/dou/-/aviso-de-chamamento-publico-526429214
BRB-SP-11-0012024,"CHAMAMENTO PÚBLICO Nº 001/2024","Barra Bonita [SP]","Chamamento público",11,"Prefeitura de Barra Bonita (SP)",https://barrabonita.sp.gov.br/transparencia/editais-e-licitacoes
DOU-e0c637a9b15badc418fa,"CHAMAMENTO PUBLICO Nº 1/2023","Porangaba [SP]","Chamamento público",11,"PREFEITURA MUNICIPAL DE PORANGABA",http://www.in.gov.br/web/dou/-/aviso-de-chamamento-publico-n-1/2023-532842573
DOU-76bbcfc3ba0afe83edea,"CHAMAMENTO PÚBLICO Nº 1/2023","Valinhos [SP]","Chamamento público",11,"Prefeitura Municipal de Valinhos",http://www.in.gov.br/web/dou/-/aviso-de-chamamento-publico-533370774
DOU-1e534646acaf4cf194a3,"CHAMAMENTO PÚBLICO nº 1/2024","Araçatuba [SP]","Chamamento público",11,"Secretaria-Geral de Consultoria",http://www.in.gov.br/web/dou/-/aviso-de-chamamento-publico-n-1/2024-535504929
DOU-db5e5935dd60730056e2,"CHAMAMENTO PÚBLICO Nº 10/2023","Piquete [SP]","Chamamento público",11,"PREFEITURA MUNICIPAL DE PIQUETE",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-531614946
DOU-e8eabd7345b4dae29661,"CHAMAMENTO PÚBLICO Nº 13/2023","Cajamar [SP]","Chamamento público",11,"Prefeitura Municipal de Cajamar",http://www.in.gov.br/web/dou/-/aviso-de-chamamento-publico-n-13/2023-533096245
DOU-a597ea075d2c0584282b,"Chamamento Publico Nº 18/2023","Franco da Rocha [SP]","Chamamento público",11,"PREFEITURA MUNICIPAL DE FRANCO DA ROCHA",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-533961965
DOU-777329eb1d1e222c0438,"CHAMAMENTO PUBLICO Nº 2/2023","Porangaba [SP]","Chamamento público",11,"PREFEITURA MUNICIPAL DE PORANGABA",http://www.in.gov.br/web/dou/-/aviso-de-chamamento-publico-n-2/2023-533033139
DOU-209def379443d9895987,"CHAMAMENTO PÚBLICO Nº 23/2023","Bragança Paulista [SP]","Chamamento público",11,"PREFEITURA MUNICIPAL DE BRAGANÇA PAULISTA",http://www.in.gov.br/web/dou/-/aviso-de-chamamento-publico-n-23/2023-528309767
DOU-08ab70704297da63cb30,"CHAMAMENTO PÚBLICO Nº 7/2023","Olímpia [SP]","Chamamento público",11,"PREFEITURA MUNICIPAL DA ESTÂNCIA TURÍSTICA DE OLÍMPIA",http://www.in.gov.br/web/dou/-/aviso-de-chamamento-publico-n-7/2023-533096776
DOU-74c6ddcbcac1c168b960,"Concorrência -","Santo André [SP]",Concorrência,2,"Prefeitura Municipal de Santo André",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-534906650
CDDM-SP-2-0012024,"Concorrência 001/2024","Cândido Mota [SP]",Concorrência,2,"Prefeitura de Cândido Mota (SP)",https://candidomota.sp.gov.br/paginas/portal/licitacoes/exercicios
MGDC-SP-2-00102023-2,"Concorrência 0010/2023-2","Mogi das Cruzes [SP]",Concorrência,2,"Prefeitura de Mogi das Cruzes (SP)",http://www.mogidascruzes.sp.gov.br/licitacao
MGDC-SP-2-00122023,"Concorrência 0012/2023","Mogi das Cruzes [SP]",Concorrência,2,"Prefeitura de Mogi das Cruzes (SP)",http://www.mogidascruzes.sp.gov.br/licitacao
MGGA-SP-2-00523,"CONCORRÊNCIA 005/23","Mongaguá [SP]",Concorrência,2,"Prefeitura de Mongaguá (SP)",https://mongagua.sp.gov.br/transparencia/licitacao/proc-21223-concorrencia-00523-contratacao-de-empresa-para-fornecimento-e-instalacao-de-luminarias-publicas-de-led
MGGA-SP-2-00723,"CONCORRÊNCIA 007/23","Mongaguá [SP]",Concorrência,2,"Prefeitura de Mongaguá (SP)",https://mongagua.sp.gov.br/transparencia/licitacao/proc-22423-concorrencia-00723-val-turistica-orla-praia-jd-marina
CDRPL-SP-2-0082023,"Concorrência 008/2023","Cordeirópolis [SP]",Concorrência,2,"Prefeitura de Cordeirópolis (SP)",https://acessolicitacoes.com/pmcordeiropolis/
DOU-a090d9b8abc80f51bc27,"concorrência 01/2020","São Paulo [SP]",Concorrência,2,"Conselho Regional de Educação Física da 4ª Região",http://www.in.gov.br/web/dou/-/aviso-de-chamamento-publico-538173149
LVR-SP-2778,"Concorrência 012/2023","Louveira [SP]",Concorrência,2,"Prefeitura de Louveira (SP)","Clique aqui"
LVR-SP-2780,"Concorrência 013/2023","Louveira [SP]",Concorrência,2,"Prefeitura de Louveira (SP)",https://louveira.sp.gov.br/licitacao/2780/0132023-6702023-concorruuncia
SADR-SP-088-23,"CONCORRÊNCIA 088/23","Santo André [SP]",Concorrência,2,"Prefeitura Municipal de Santo André (SP)",http://www.santoandre.sp.gov.br/siscompras/edital.aspx
TRP-3517703-2-00017823,"CONCORRÊNCIA 1","Guará [SP]",Concorrência,2,"Prefeitura de Guará (SP)",https://servicos.guara.sp.gov.br/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
MN-3537602-2-1020232-102023,"Concorrência 10/2023","Peruíbe [SP]",Concorrência,2,"Prefeitura de Peruíbe",http://www.peruibe.sp.gov.br/editais-para-concorrencia-publica/
MN-3552403-2-1020232-102023,"Concorrência 10/2023","Sumaré [SP]",Concorrência,2,"Prefeitura de Sumaré",https://sumare.atende.net/transparencia/item/licitacoes-gerais
MN-3552502-2-1020242-102024,"Concorrência 10/2024","Suzano [SP]",Concorrência,2,"Prefeitura de Suzano",https://suzano.sp.gov.br/transparencia/editais-licitacoes/
MN-3537602-2-112023,"Concorrência 11/2023","Peruíbe [SP]",Concorrência,2,"Prefeitura de Peruíbe",http://www.peruibe.sp.gov.br/editais-para-concorrencia-publica/
MN-3552502-2-1120242-112024,"Concorrência 11/2024","Suzano [SP]",Concorrência,2,"Prefeitura de Suzano",https://suzano.sp.gov.br/transparencia/editais-licitacoes/
GRRM-SP-11436,"Concorrência 12/2023","Guararema [SP]",Concorrência,2,"Prefeitura de Guararema (SP)",https://portal.guararema.sp.gov.br/portal-transparencia/licitacoes/licitacoes
MN-3552502-2-122024,"Concorrência 12/2024","Suzano [SP]",Concorrência,2,"Prefeitura de Suzano",https://suzano.sp.gov.br/transparencia/editais-licitacoes/
MN-3526902-2-1320232-132023,"Concorrência 13/2023","Limeira [SP]",Concorrência,2,"Prefeitura de Limeira",https://www.limeira.sp.gov.br/licitacoes/concorrencia-publica-n-132023
MN-3523404-2-142023,"Concorrência 14/2023","Itatiba [SP]",Concorrência,2,"Prefeitura de Itatiba",https://www.itatiba.sp.gov.br/2023-concorrencia-publica-142023-contratacao-de-empresa-para-reforma-do-vestiario-e-instalacao-de-iluminacao-no-estadio-joao-pinheiro-no-bairro-parque-san-francisco-itatiba
MN-3526902-2-1420232-142023,"Concorrência 14/2023","Limeira [SP]",Concorrência,2,"Prefeitura de Limeira",https://www.limeira.sp.gov.br/licitacoes/concorrencia-publica-n-142023
MN-3523404-2-1520232-152023,"Concorrência 15/2023","Itatiba [SP]",Concorrência,2,"Prefeitura de Itatiba",https://www.itatiba.sp.gov.br/2023-concorrencia-publica-152023-contratacao-de-empresa-para-execucao-de-servicos-para-implantacao-do-sistema-de-drenagem-pluvial-e-plantio-de-grama-no-aterro-de-itatiba
MN-3544103-2-1620232-162023,"Concorrência 16/2023","Rio Grande da Serra [SP]",Concorrência,2,"Prefeitura de Rio Grande da Serra",http://www.riograndedaserra.sp.gov.br/edital-cp-16/
JDR-SP-2-160262023,"CONCORRÊNCIA 16026/2023","Jandira [SP]",Concorrência,2,"Prefeitura de Jandira (SP)",https://www.jandira.sp.gov.br/licitacoes.php
MN-3544103-2-1720242-172024,"Concorrência 17/2024","Rio Grande da Serra [SP]",Concorrência,2,"Prefeitura de Rio Grande da Serra",http://www.riograndedaserra.sp.gov.br/2023-concorrencia-publica/
JDR-SP-2-1721723,"CONCORRÊNCIA 17217/23","Jandira [SP]",Concorrência,2,"Prefeitura de Jandira (SP)","Clique aqui"
JDR-SP-2-1732623,"CONCORRÊNCIA 17326/23","Jandira [SP]",Concorrência,2,"Prefeitura de Jandira (SP)","Clique aqui"
JDR-SP-2-176922023,"CONCORRÊNCIA 17692/2023","Jandira [SP]",Concorrência,2,"Prefeitura de Jandira (SP)",https://www.jandira.sp.gov.br/licitacoes.php
TRP-3515509-2-00056823,"CONCORRÊNCIA 19","Fernandópolis [SP]",Concorrência,2,"Prefeitura de Fernandópolis (SP)",http://servicos2.fernandopolis.sp.gov.br:5656/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
TRP-3507803-2-00059023,"CONCORRÊNCIA 2","Brodowski [SP]",Concorrência,2,"Prefeitura de Brodowski (SP)",http://143.0.0.116:5757/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
MN-3548005-2-220232-22023,"Concorrência 2/2023","Santo Antônio de Posse [SP]",Concorrência,2,"Prefeitura de Santo Antônio de Posse",https://pmsaposse.sp.gov.br/licita/concorrencia-publica-no-002-2023-contratacao-de-empresa-para-execucao-das-obras-complementares-e-adequacoes-para-conclusao-do-pronto-socorro-avancado-pref-dr-durval-bergo/
TRP-3515509-2-00057323,"CONCORRÊNCIA 20","Fernandópolis [SP]",Concorrência,2,"Prefeitura de Fernandópolis (SP)",http://servicos2.fernandopolis.sp.gov.br:5656/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
TRP-3516705-2-00027223,"CONCORRÊNCIA 22","Garça [SP]",Concorrência,2,"Prefeitura de Garça (SP)",http://179.96.132.27:8079/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
TRP-3516705-2-00027323,"CONCORRÊNCIA 23","Garça [SP]",Concorrência,2,"Prefeitura de Garça (SP)",http://179.96.132.27:8079/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
TRP-3502903-2-00032023,"CONCORRÊNCIA 3","Araçoiaba da Serra [SP]",Concorrência,2,"Prefeitura de Araçoiaba da Serra (SP)",http://189.57.151.122:8079/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
TRP-3522000-2-00005723,"CONCORRÊNCIA 3","Itaju [SP]",Concorrência,2,"Prefeitura de Itaju (SP)",http://187.62.177.92:5000/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
TRP-3507803-2-00059623,"CONCORRÊNCIA 3","Brodowski [SP]",Concorrência,2,"Prefeitura de Brodowski (SP)",http://143.0.0.116:5757/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
LRN-SP-613-2023,"Concorrência 3/2023","Lorena [SP]",Concorrência,2,"Prefeitura de Lorena (SP)",https://siap.lorena.sp.gov.br/pmlorena/websis/siapegov/materiais/sup/sup_consulta_licitacoes.php
MN-3519105-2-320242-32024,"Concorrência 3/2024","Iacanga [SP]",Concorrência,2,"Prefeitura de Iacanga",https://www.iacanga.sp.gov.br/licita/index.php/item/2894-contratacao-de-empresa-para-a-recuperacao-de-nascentes-e-matas-ciliares-no-municipio-de-iacanga-sp-de-acordo-com-as-especificacoes-dos-anexos-do-presente-edital-e-ainda-com-o-contrato-n-403-2023-fehidro
TRP-3522604-2-00056223,"CONCORRÊNCIA 36","Itapira [SP]",Concorrência,2,"Prefeitura de Itapira (SP)",http://transparencia.itapira.sp.gov.br:8079/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
TRP-3502903-2-00035523,"CONCORRÊNCIA 4","Araçoiaba da Serra [SP]",Concorrência,2,"Prefeitura de Araçoiaba da Serra (SP)",http://189.57.151.122:8079/transparencia/Default.aspx?AcessoIndividual=lnkLicitacoes
MN-3518602-2-42023,"Concorrência 4/2023","Guariba [SP]",Concorrência,2,"Prefeitura de Guariba",https://ecrie.com.br/sistema/conteudos/arquivo/a_39_0_1_18122023165053.pdf
MN-3519105-2-420242-42024,"Concorrência 4/2024","Iacanga [SP]",Concorrência,2,"Prefeitura de Iacanga",https://www.iacanga.sp.gov.br/licita/index.php/item/2893-contratacao-de-empresa-de-engenharia-especializada-para-acoes-de-combate-as-perdas-de-agua-atraves-de-substituicao-de-hidrometros-pesquisa-de-vazamentos-nao-visiveis-e-medicoes-hidraulicas-e-eletricas-de-conjunto-motor-bombas-no-municipio-de-iacan
MN-3552106-2-420242-42024,"Concorrência 4/2024","Socorro [SP]",Concorrência,2,"Prefeitura de Socorro",https://licitacoesepregoes.socorro.sp.gov.br/licitacao/concorrencias-publicas/processo-no-129-2023-pmes-concorrencia-no-004-2023-objeto-contratacao-de-empresa-especializada-na-prestacao-de-servicos-de-obras-de-engenharia-e-ou-arquitetura-com-fornecimento-de-materiai
MN-3508504-2-52023,"Concorrência 5/2023","Caçapava [SP]",Concorrência,2,"Prefeitura de Caçapava",https://www.cacapava.sp.gov.br/licitacoes/concorrencia-publica/concorrencia-publica-n-0052023
SADR-SP-520-2023,"CONCORRÊNCIA 520/2023","Santo André [SP]",Concorrência,2,"Prefeitura Municipal de Santo André (SP)",http://www.santoandre.sp.gov.br/siscompras/edital.aspx
SADR-SP-522-2023,"CONCORRÊNCIA 522/2023","Santo André [SP]",Concorrência,2,"Prefeitura Municipal de Santo André (SP)",http://www.santoandre.sp.gov.br/siscompras/edital.aspx
SADR-SP-526-2023,"CONCORRÊNCIA 526/2023","Santo André [SP]",Concorrência,2,"Prefeitura Municipal de Santo André (SP)",http://www.santoandre.sp.gov.br/siscompras/edital.aspx
SADR-SP-533-2023,"CONCORRÊNCIA 533/2023","Santo André [SP]",Concorrência,2,"Prefeitura Municipal de Santo André (SP)",http://www.santoandre.sp.gov.br/siscompras/edital.aspx
SADR-SP-5362023,"CONCORRÊNCIA 5362023","Santo André [SP]",Concorrência,2,"Prefeitura Municipal de Santo André (SP)",http://www.santoandre.sp.gov.br/siscompras/edital.aspx
MN-3552502-2-720242-72024,"Concorrência 7/2024","Suzano [SP]",Concorrência,2,"Prefeitura de Suzano",https://suzano.sp.gov.br/transparencia/editais-licitacoes/
MN-3537008-2-820232-82023,"Concorrência 8/2023","Pedregulho [SP]",Concorrência,2,"Prefeitura de Pedregulho",http://200.77.176.236/index.php/120-concorrencia-publica
PDMGB-SP-20551,"Concorrência 8/2023","Pindamonhangaba [SP]",Concorrência,2,"Prefeitura de Pindamonhangaba (SP)",https://siapegov.pindamonhangaba.sp.gov.br/portal-transparencia/licitacoes/licitacoes
MN-3552502-2-82024,"Concorrência 8/2024","Suzano [SP]",Concorrência,2,"Prefeitura de Suzano",https://suzano.sp.gov.br/transparencia/editais-licitacoes/
MN-3537008-2-920232-92023,"Concorrência 9/2023","Pedregulho [SP]",Concorrência,2,"Prefeitura de Pedregulho",http://200.77.176.236/index.php/120-concorrencia-publica
MN-3510302-2-920232-92023,"Concorrência 9/2023","Capela do Alto [SP]",Concorrência,2,"Prefeitura de Capela do Alto",https://www.capeladoalto.sp.gov.br/edital/concorrencia-publica-no-0092023-processo-administrativo-no-2512023-concessao-de-balanca-rodoviaria-eletronica-localizada-no-distrito-industrial-em-capela-do-alto
MN-3552502-2-92024,"Concorrência 9/2024","Suzano [SP]",Concorrência,2,"Prefeitura de Suzano",https://suzano.sp.gov.br/transparencia/editais-licitacoes/
GRU-1840-23,"CONCORRÊNCIA N.º 117/23-DLC PA N.º 1840/23","Guarulhos [SP]",Concorrência,2,"Prefeitura de Guarulhos","http://licitacoes.guarulhos.sp.gov.br/ExtratoLicitacao\.php\?idLic=6342"
GRU-5659-2022,"CONCORRÊNCIA N.º 122/23-DLC PA N.º 5659/2022","Guarulhos [SP]",Concorrência,2,"Prefeitura de Guarulhos","http://licitacoes.guarulhos.sp.gov.br/ExtratoLicitacao\.php\?idLic=6416"
GRU-22420-22,"CONCORRÊNCIA N.º 123/23-DLC PA N.º 22420/22","Guarulhos [SP]",Concorrência,2,"Prefeitura de Guarulhos","http://licitacoes.guarulhos.sp.gov.br/ExtratoLicitacao\.php\?idLic=6417"
GRU-38419-23,"CONCORRÊNCIA N.º 124/23-DLC PA N.º 38419/23","Guarulhos [SP]",Concorrência,2,"Prefeitura de Guarulhos","http://licitacoes.guarulhos.sp.gov.br/ExtratoLicitacao\.php\?idLic=6418"
GRU-15546-23,"CONCORRÊNCIA N.º 125/23-DLC PA N.º 15546/23","Guarulhos [SP]",Concorrência,2,"Prefeitura de Guarulhos","http://licitacoes.guarulhos.sp.gov.br/ExtratoLicitacao\.php\?idLic=6419"
GRU-13345-21,"CONCORRÊNCIA N.º 126/23-DLC PA N.º 13345/21","Guarulhos [SP]",Concorrência,2,"Prefeitura de Guarulhos","http://licitacoes.guarulhos.sp.gov.br/ExtratoLicitacao\.php\?idLic=6420"
GRU-52047-23,"CONCORRÊNCIA N.º 127/23-DLC PA N.º 52047/23","Guarulhos [SP]",Concorrência,2,"Prefeitura de Guarulhos","http://licitacoes.guarulhos.sp.gov.br/ExtratoLicitacao\.php\?idLic=6435"
GRU-24999-22,"CONCORRÊNCIA N.º 128/23-DLC PA N.º 24999/22","Guarulhos [SP]",Concorrência,2,"Prefeitura de Guarulhos","http://licitacoes.guarulhos.sp.gov.br/ExtratoLicitacao\.php\?idLic=6436"
GRU-39077-23,"CONCORRÊNCIA N.º 129/23-DLC PA N.º 39077/23","Guarulhos [SP]",Concorrência,2,"Prefeitura de Guarulhos","http://licitacoes.guarulhos.sp.gov.br/ExtratoLicitacao\.php\?idLic=6455"
GRU-16295-22,"CONCORRÊNCIA N.º 130/23-DLC PA N.º 16295/22","Guarulhos [SP]",Concorrência,2,"Prefeitura de Guarulhos","http://licitacoes.guarulhos.sp.gov.br/ExtratoLicitacao\.php\?idLic=6456"
GRU-11169-23,"CONCORRÊNCIA N.º 131/23-DLC PA N.º 11169/23","Guarulhos [SP]",Concorrência,2,"Prefeitura de Guarulhos","http://licitacoes.guarulhos.sp.gov.br/ExtratoLicitacao\.php\?idLic=6470"
CAIE-SP-2-0212023,"CONCORRÊNCIA Nº 021/2023","Caieiras [SP]",Concorrência,2,"Prefeitura de Caieiras (SP)","Clique aqui"
CAIE-SP-2-0222023,"CONCORRÊNCIA Nº 022/2023","Caieiras [SP]",Concorrência,2,"Prefeitura de Caieiras (SP)","Clique aqui"
CAIE-SP-2-0232023,"CONCORRÊNCIA Nº 023/2023","Caieiras [SP]",Concorrência,2,"Prefeitura de Caieiras (SP)","Clique aqui"
DOU-9ff3b0a87b0cdf1986be,"CONCORRÊNCIA Nº 1/2023","Luiziânia [SP]",Concorrência,2,"PREFEITURA MUNICIPAL DE LUIZIÂNIA",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-concorrencia-n-1/2023-532842812
DOU-ca3249769bb8edb95637,"CONCORRÊNCIA nº 1/2023","Macedônia [SP]",Concorrência,2,"PREFEITURA MUNICIPAL DE MACEDÔNIA",http://www.in.gov.br/web/dou/-/aviso-de-licitacaoconcorrencia-n-1/2023-532962012
DOU-8ae47e1d6552b4b8b70d,"CONCORRÊNCIA Nº 1/2023","Praia Grande [SP]",Concorrência,2,"SERVIÇO SOCIAL DO TRANSPORTE - SEST",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-531225357
DOU-074e4fd8c0918ed72375,"CONCORRÊNCIA Nº 1/2024","Meridiano [SP]",Concorrência,2,"PREFEITURA MUNICIPAL DE MERIDIANO",http://www.in.gov.br/web/dou/-/aviso-de-licitacaoconcorrencia-n-1/2024-537681947
DOU-5d4842458e75c24f75ac,"CONCORRÊNCIA Nº 1/2024","Marília [SP]",Concorrência,2,SP,http://www.in.gov.br/web/dou/-/aviso-de-licitacao-537729099
DOU-ddeddef0e6b27d7f1311,"CONCORRÊNCIA Nº 10-2/23","Mogi das Cruzes [SP]",Concorrência,2,"Prefeitura Municipal de Mogi das Cruzes",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-530932160
DOU-069855c6cfc848081109,"CONCORRÊNCIA Nº 10/2023","Caieiras [SP]",Concorrência,2,"Prefeitura Municipal de Caieiras",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-532123839
DOU-ed8adc57f493c4a4f2bb,"CONCORRÊNCIA Nº 11/2023","Vinhedo [SP]",Concorrência,2,"Prefeitura Municipal de Vinhedo",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-532348202
DOU-8c934385e6cdedd005cb,"CONCORRÊNCIA Nº 12/2023","Vinhedo [SP]",Concorrência,2,"Prefeitura Municipal de Vinhedo",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-531551567
DOU-74d7ccea9729a22fb0e6,"Concorrência nº 12/2023","Ourinhos [SP]",Concorrência,2,"Prefeitura Municipal de Ourinhos",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-531609002
DOU-499e44bbb06f85b9bcc0,"CONCORRÊNCIA Nº 13","Santos [SP]",Concorrência,2,"Prefeitura Municipal de Santos",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-533578330
DOU-f0b301d0527c1fc5ce91,"Concorrência nº 13/2023","Ourinhos [SP]",Concorrência,2,"Prefeitura Municipal de Ourinhos",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-531579244
DOU-9702f9207c934cfdba28,"CONCORRÊNCIA Nº 14/2023","Cosmópolis [SP]",Concorrência,2,"PREFEITURA MUNICIPAL DE COSMÓPOLIS",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-528405387
DOU-59701cf7c44265fa7093,"CONCORRÊNCIA Nº 14/2023","Barra Bonita [SP]",Concorrência,2,"PREFEITURA MUNICIPAL DE ESTÂNCIA TURISTÍCA DE BARRA BONITA",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-concorrencia-n-14/2023-534191018
DOU-70b84585ada1502e64a1,"Concorrência nº 14/2023","Ourinhos [SP]",Concorrência,2,"Prefeitura Municipal de Ourinhos",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-532989215
DOU-138059006357d1e4e31d,"Concorrência nº 15/2023","Ourinhos [SP]",Concorrência,2,"Prefeitura Municipal de Ourinhos",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-532745424
DOU-9d323444683cf584af68,"CONCORRÊNCIA Nº 17/2023","Fernandópolis [SP]",Concorrência,2,"PREFEITURA MUNICIPAL DE FERNANDÓPOLIS",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-531910842
DOU-5ff65a75eece18d13a69,"CONCORRÊNCIA Nº 18/2023","Carapicuíba [SP]",Concorrência,2,"Prefeitura Municipal de Carapicuíba",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-534304946
CN-389343-3-22023,"Concorrência Nº 2/2023","São Paulo [SP]",Concorrência,2,"CONSELHO REGIONAL DE ENFERMAGEM DE SÃO PAULO",http://comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=389343&modprp=3&numprp=22023
DOU-a9b597f310cb70284a24,"CONCORRÊNCIA Nº 21/2023","Caieiras [SP]",Concorrência,2,"Prefeitura Municipal de Caieiras",http://www.in.gov.br/web/dou/-/aviso-de-licitacao-532770836
